Year,Zone,Sex,Age Group,Population,Prevalence,Crude Prevalence Rate
01/01/2007 12:00:00 AM,Eastern,F,30 to 39,"9,261",775,8.37
01/01/2007 12:00:00 AM,Eastern,F,40 to 49,"12,836",949,7.39
01/01/2007 12:00:00 AM,Eastern,F,50 to 59,"13,590","1,091",8.03
01/01/2007 12:00:00 AM,Eastern,F,60 to 69,"10,062",837,8.32
01/01/2007 12:00:00 AM,Eastern,F,70 to 79,"6,547",446,6.81
01/01/2007 12:00:00 AM,Eastern,F,80 +,"5,517",331,6
01/01/2007 12:00:00 AM,Eastern,M,0 to 9,"7,661",974,12.71
01/01/2007 12:00:00 AM,Eastern,M,10 to 19,"8,892","2,060",23.17
01/01/2007 12:00:00 AM,Eastern,M,20 to 29,"8,321",859,10.32
01/01/2007 12:00:00 AM,Eastern,M,30 to 39,"9,088",475,5.23
01/01/2007 12:00:00 AM,Eastern,M,40 to 49,"12,329",525,4.26
01/01/2007 12:00:00 AM,Eastern,M,50 to 59,"13,619",573,4.21
01/01/2007 12:00:00 AM,Eastern,M,60 to 69,"9,963",470,4.72
01/01/2007 12:00:00 AM,Eastern,M,70 to 79,"5,581",260,4.66
01/01/2007 12:00:00 AM,Eastern,M,80 +,"2,894",147,5.08
01/01/2007 12:00:00 AM,Northern,F,0 to 9,"7,305",708,9.69
01/01/2007 12:00:00 AM,Northern,F,10 to 19,"7,813","1,384",17.71
01/01/2007 12:00:00 AM,Northern,F,20 to 29,"7,823",964,12.32
01/01/2007 12:00:00 AM,Northern,F,30 to 39,"9,525","1,007",10.57
01/01/2007 12:00:00 AM,Northern,F,40 to 49,"12,133","1,101",9.07
01/01/2007 12:00:00 AM,Northern,F,50 to 59,"11,890","1,144",9.62
01/01/2007 12:00:00 AM,Northern,F,60 to 69,"8,603",802,9.32
01/01/2007 12:00:00 AM,Northern,F,70 to 79,"5,540",470,8.48
01/01/2007 12:00:00 AM,Northern,F,80 +,"4,873",300,6.16
01/01/2007 12:00:00 AM,Northern,M,0 to 9,"7,709","1,028",13.34
01/01/2007 12:00:00 AM,Northern,M,10 to 19,"8,590","1,924",22.4
01/01/2007 12:00:00 AM,Northern,M,20 to 29,"7,757",810,10.44
01/01/2007 12:00:00 AM,Northern,M,30 to 39,"9,241",516,5.58
01/01/2007 12:00:00 AM,Northern,M,40 to 49,"11,782",544,4.62
01/01/2007 12:00:00 AM,Northern,M,50 to 59,"11,947",562,4.7
01/01/2007 12:00:00 AM,Northern,M,60 to 69,"8,615",359,4.17
01/01/2007 12:00:00 AM,Northern,M,70 to 79,"4,854",239,4.92
01/01/2007 12:00:00 AM,Northern,M,80 +,"2,626",147,5.6
01/01/2007 12:00:00 AM,Unknown,F,0 to 9,"4,546",320,7.04
01/01/2007 12:00:00 AM,Unknown,F,10 to 19,"9,293","1,449",15.59
01/01/2007 12:00:00 AM,Unknown,F,20 to 29,"10,959","1,206",11
01/01/2007 12:00:00 AM,Unknown,F,30 to 39,"7,658",544,7.1
01/01/2007 12:00:00 AM,Unknown,F,40 to 49,"6,499",517,7.96
01/01/2007 12:00:00 AM,Unknown,F,50 to 59,"5,102",420,8.23
01/01/2007 12:00:00 AM,Unknown,F,60 to 69,"3,313",282,8.51
01/01/2007 12:00:00 AM,Unknown,F,70 to 79,"1,789",145,8.11
01/01/2007 12:00:00 AM,Unknown,F,80 +,"1,625",100,6.15
01/01/2007 12:00:00 AM,Unknown,M,0 to 9,"4,695",445,9.48
01/01/2007 12:00:00 AM,Unknown,M,10 to 19,"8,625","1,686",19.55
01/01/2007 12:00:00 AM,Unknown,M,20 to 29,"10,307","1,042",10.11
01/01/2007 12:00:00 AM,Unknown,M,30 to 39,"7,043",326,4.63
01/01/2007 12:00:00 AM,Unknown,M,40 to 49,"6,294",243,3.86
01/01/2007 12:00:00 AM,Unknown,M,50 to 59,"4,699",179,3.81
01/01/2007 12:00:00 AM,Unknown,M,60 to 69,"3,012",125,4.15
01/01/2007 12:00:00 AM,Unknown,M,70 to 79,"1,532",81,5.29
01/01/2007 12:00:00 AM,Unknown,M,80 +,790,29,3.67
01/01/2007 12:00:00 AM,Western,F,0 to 9,"8,658",889,10.27
01/01/2007 12:00:00 AM,Western,F,10 to 19,"9,907","1,822",18.39
01/01/2007 12:00:00 AM,Western,F,20 to 29,"9,718","1,263",13
01/01/2007 12:00:00 AM,Western,F,30 to 39,"11,763","1,252",10.64
01/01/2007 12:00:00 AM,Western,F,40 to 49,"16,546","1,584",9.57
01/01/2007 12:00:00 AM,Western,F,50 to 59,"16,376","1,559",9.52
01/01/2007 12:00:00 AM,Western,F,60 to 69,"12,446","1,176",9.45
01/01/2007 12:00:00 AM,Western,F,70 to 79,"8,007",651,8.13
01/01/2007 12:00:00 AM,Western,F,80 +,"6,600",443,6.71
01/01/2007 12:00:00 AM,Western,M,0 to 9,"9,067","1,280",14.12
01/01/2007 12:00:00 AM,Western,M,10 to 19,"10,607","2,406",22.68
01/01/2007 12:00:00 AM,Western,M,20 to 29,"9,623",999,10.38
01/01/2007 12:00:00 AM,Western,M,30 to 39,"11,394",656,5.76
01/01/2007 12:00:00 AM,Western,M,40 to 49,"15,816",854,5.4
01/01/2007 12:00:00 AM,Western,M,50 to 59,"16,126",773,4.79
01/01/2007 12:00:00 AM,Western,M,60 to 69,"12,183",651,5.34
01/01/2007 12:00:00 AM,Western,M,70 to 79,"7,238",403,5.57
01/01/2007 12:00:00 AM,Western,M,80 +,"3,972",239,6.02
01/01/2008 12:00:00 AM,Central,F,0 to 9,"19,016","1,729",9.09
01/01/2008 12:00:00 AM,Central,F,10 to 19,"23,704","4,766",20.11
01/01/2008 12:00:00 AM,Central,F,20 to 29,"26,203","3,881",14.81
01/01/2008 12:00:00 AM,Central,F,30 to 39,"28,817","3,393",11.77
01/01/2008 12:00:00 AM,Central,F,40 to 49,"33,285","3,847",11.56
01/01/2008 12:00:00 AM,Central,F,50 to 59,"28,893","3,409",11.8
01/01/2008 12:00:00 AM,Central,F,60 to 69,"19,638","2,432",12.38
01/01/2008 12:00:00 AM,Central,F,70 to 79,"11,745","1,158",9.86
01/01/2008 12:00:00 AM,Central,F,80 +,"9,748",774,7.94
01/01/2008 12:00:00 AM,Central,M,0 to 9,"19,809","2,636",13.31
01/01/2008 12:00:00 AM,Central,M,10 to 19,"24,748","6,179",24.97
01/01/2008 12:00:00 AM,Central,M,20 to 29,"25,565","3,537",13.84
01/01/2008 12:00:00 AM,Central,M,30 to 39,"26,525","1,810",6.82
01/01/2008 12:00:00 AM,Central,M,40 to 49,"31,537","1,927",6.11
01/01/2008 12:00:00 AM,Central,M,50 to 59,"27,471","1,713",6.24
01/01/2008 12:00:00 AM,Central,M,60 to 69,"18,366","1,104",6.01
01/01/2008 12:00:00 AM,Central,M,70 to 79,"9,999",612,6.12
01/01/2008 12:00:00 AM,Central,M,80 +,"5,122",293,5.72
01/01/2008 12:00:00 AM,Eastern,F,0 to 9,"7,211",606,8.4
01/01/2008 12:00:00 AM,Eastern,F,10 to 19,"8,349","1,564",18.73
01/01/2008 12:00:00 AM,Eastern,F,20 to 29,"7,981",956,11.98
01/01/2008 12:00:00 AM,Eastern,F,30 to 39,"9,173",815,8.88
01/01/2008 12:00:00 AM,Eastern,F,40 to 49,"12,470",980,7.86
01/01/2008 12:00:00 AM,Eastern,F,50 to 59,"13,766","1,139",8.27
01/01/2008 12:00:00 AM,Eastern,F,60 to 69,"10,501",917,8.73
01/01/2008 12:00:00 AM,Eastern,F,70 to 79,"6,649",468,7.04
01/01/2008 12:00:00 AM,Eastern,F,80 +,"5,558",358,6.44
01/01/2008 12:00:00 AM,Eastern,M,0 to 9,"7,630",934,12.24
01/01/2008 12:00:00 AM,Eastern,M,10 to 19,"8,897","2,129",23.93
01/01/2008 12:00:00 AM,Eastern,M,20 to 29,"8,393",973,11.59
01/01/2008 12:00:00 AM,Eastern,M,30 to 39,"9,036",495,5.48
01/01/2008 12:00:00 AM,Eastern,M,40 to 49,"12,072",532,4.41
01/01/2008 12:00:00 AM,Eastern,M,50 to 59,"13,649",605,4.43
01/01/2008 12:00:00 AM,Eastern,M,60 to 69,"10,374",498,4.8
01/01/2008 12:00:00 AM,Eastern,M,70 to 79,"5,753",275,4.78
01/01/2008 12:00:00 AM,Eastern,M,80 +,"2,944",152,5.16
01/01/2008 12:00:00 AM,Northern,F,0 to 9,"7,361",654,8.88
01/01/2008 12:00:00 AM,Northern,F,10 to 19,"7,886","1,437",18.22
01/01/2008 12:00:00 AM,Northern,F,20 to 29,"7,803",998,12.79
01/01/2008 12:00:00 AM,Northern,F,30 to 39,"9,507","1,060",11.15
01/01/2008 12:00:00 AM,Northern,F,40 to 49,"11,934","1,158",9.7
01/01/2008 12:00:00 AM,Northern,F,50 to 59,"12,053","1,198",9.94
01/01/2008 12:00:00 AM,Northern,F,60 to 69,"8,987",861,9.58
01/01/2008 12:00:00 AM,Northern,F,70 to 79,"5,691",491,8.63
01/01/2008 12:00:00 AM,Northern,F,80 +,"4,941",307,6.21
01/01/2008 12:00:00 AM,Northern,M,0 to 9,"7,687",964,12.54
01/01/2008 12:00:00 AM,Northern,M,10 to 19,"8,703","2,023",23.24
01/01/2008 12:00:00 AM,Northern,M,20 to 29,"7,789",904,11.61
01/01/2008 12:00:00 AM,Northern,M,30 to 39,"9,196",538,5.85
01/01/2008 12:00:00 AM,Northern,M,40 to 49,"11,687",565,4.83
01/01/2008 12:00:00 AM,Northern,M,50 to 59,"12,054",598,4.96
01/01/2008 12:00:00 AM,Northern,M,60 to 69,"9,026",386,4.28
01/01/2008 12:00:00 AM,Northern,M,70 to 79,"4,991",242,4.85
01/01/2008 12:00:00 AM,Northern,M,80 +,"2,702",162,6
01/01/2008 12:00:00 AM,Unknown,F,0 to 9,"4,211",272,6.46
01/01/2008 12:00:00 AM,Unknown,F,10 to 19,"8,306","1,287",15.49
01/01/2008 12:00:00 AM,Unknown,F,20 to 29,"10,538","1,214",11.52
01/01/2008 12:00:00 AM,Unknown,F,30 to 39,"7,185",550,7.65
01/01/2008 12:00:00 AM,Unknown,F,40 to 49,"6,253",507,8.11
01/01/2008 12:00:00 AM,Unknown,F,50 to 59,"5,026",426,8.48
01/01/2008 12:00:00 AM,Unknown,F,60 to 69,"3,403",275,8.08
01/01/2008 12:00:00 AM,Unknown,F,70 to 79,"1,785",150,8.4
01/01/2008 12:00:00 AM,Unknown,F,80 +,"1,611",105,6.52
01/01/2008 12:00:00 AM,Unknown,M,0 to 9,"4,331",390,9
01/01/2008 12:00:00 AM,Unknown,M,10 to 19,"7,670","1,529",19.93
01/01/2008 12:00:00 AM,Unknown,M,20 to 29,"9,815","1,101",11.22
01/01/2008 12:00:00 AM,Unknown,M,30 to 39,"6,689",320,4.78
01/01/2008 12:00:00 AM,Unknown,M,40 to 49,"6,011",239,3.98
01/01/2008 12:00:00 AM,Unknown,M,50 to 59,"4,587",186,4.05
01/01/2008 12:00:00 AM,Unknown,M,60 to 69,"3,098",138,4.45
01/01/2008 12:00:00 AM,Unknown,M,70 to 79,"1,539",74,4.81
01/01/2008 12:00:00 AM,Unknown,M,80 +,798,33,4.14
01/01/2008 12:00:00 AM,Western,F,0 to 9,"8,635",854,9.89
01/01/2008 12:00:00 AM,Western,F,10 to 19,"9,918","1,893",19.09
01/01/2008 12:00:00 AM,Western,F,20 to 29,"9,775","1,343",13.74
01/01/2008 12:00:00 AM,Western,F,30 to 39,"11,535","1,299",11.26
01/01/2008 12:00:00 AM,Western,F,40 to 49,"16,270","1,629",10.01
01/01/2008 12:00:00 AM,Western,F,50 to 59,"16,629","1,619",9.74
01/01/2008 12:00:00 AM,Western,F,60 to 69,"13,044","1,283",9.84
01/01/2008 12:00:00 AM,Western,F,70 to 79,"8,205",705,8.59
01/01/2008 12:00:00 AM,Western,F,80 +,"6,724",472,7.02
01/01/2008 12:00:00 AM,Western,M,0 to 9,"9,017","1,264",14.02
01/01/2008 12:00:00 AM,Western,M,10 to 19,"10,670","2,458",23.04
01/01/2008 12:00:00 AM,Western,M,20 to 29,"9,747","1,115",11.44
01/01/2008 12:00:00 AM,Western,M,30 to 39,"11,158",675,6.05
01/01/2008 12:00:00 AM,Western,M,40 to 49,"15,533",901,5.8
01/01/2008 12:00:00 AM,Western,M,50 to 59,"16,298",822,5.04
01/01/2008 12:00:00 AM,Western,M,60 to 69,"12,848",707,5.5
01/01/2008 12:00:00 AM,Western,M,70 to 79,"7,402",428,5.78
01/01/2008 12:00:00 AM,Western,M,80 +,"4,082",254,6.22
01/01/2009 12:00:00 AM,Central,F,0 to 9,"19,052","1,630",8.56
01/01/2009 12:00:00 AM,Central,F,10 to 19,"23,463","4,731",20.16
01/01/2009 12:00:00 AM,Central,F,20 to 29,"26,730","4,120",15.41
01/01/2009 12:00:00 AM,Central,F,30 to 39,"29,139","3,602",12.36
01/01/2009 12:00:00 AM,Central,F,40 to 49,"33,293","3,931",11.81
01/01/2009 12:00:00 AM,Central,F,50 to 59,"29,881","3,646",12.2
01/01/2009 12:00:00 AM,Central,F,60 to 69,"20,573","2,638",12.82
01/01/2009 12:00:00 AM,Central,F,70 to 79,"12,001","1,255",10.46
01/01/2009 12:00:00 AM,Central,F,80 +,"9,822",816,8.31
01/01/2009 12:00:00 AM,Central,M,0 to 9,"20,110","2,516",12.51
01/01/2009 12:00:00 AM,Central,M,10 to 19,"24,315","6,146",25.28
01/01/2009 12:00:00 AM,Central,M,20 to 29,"26,401","3,966",15.02
01/01/2009 12:00:00 AM,Central,M,30 to 39,"26,872","1,928",7.17
01/01/2009 12:00:00 AM,Central,M,40 to 49,"31,579","2,013",6.37
01/01/2009 12:00:00 AM,Central,M,50 to 59,"28,361","1,833",6.46
01/01/2009 12:00:00 AM,Central,M,60 to 69,"19,318","1,192",6.17
01/01/2009 12:00:00 AM,Central,M,70 to 79,"10,224",635,6.21
01/01/2009 12:00:00 AM,Central,M,80 +,"5,318",324,6.09
01/01/2009 12:00:00 AM,Eastern,F,0 to 9,"7,126",549,7.7
01/01/2009 12:00:00 AM,Eastern,F,10 to 19,"8,365","1,599",19.12
01/01/2009 12:00:00 AM,Eastern,F,20 to 29,"8,065","1,042",12.92
01/01/2009 12:00:00 AM,Eastern,F,30 to 39,"9,088",849,9.34
01/01/2009 12:00:00 AM,Eastern,F,40 to 49,"12,145","1,013",8.34
01/01/2009 12:00:00 AM,Eastern,F,50 to 59,"13,904","1,187",8.54
01/01/2009 12:00:00 AM,Eastern,F,60 to 69,"10,833",977,9.02
01/01/2009 12:00:00 AM,Eastern,F,70 to 79,"6,790",524,7.72
01/01/2009 12:00:00 AM,Eastern,F,80 +,"5,595",353,6.31
01/01/2009 12:00:00 AM,Eastern,M,0 to 9,"7,561",881,11.65
01/01/2009 12:00:00 AM,Eastern,M,10 to 19,"8,926","2,205",24.7
01/01/2009 12:00:00 AM,Eastern,M,20 to 29,"8,424","1,090",12.94
01/01/2009 12:00:00 AM,Eastern,M,30 to 39,"9,024",543,6.02
01/01/2009 12:00:00 AM,Eastern,M,40 to 49,"11,819",553,4.68
01/01/2009 12:00:00 AM,Eastern,M,50 to 59,"13,620",630,4.63
01/01/2009 12:00:00 AM,Eastern,M,60 to 69,"10,904",548,5.03
01/01/2009 12:00:00 AM,Eastern,M,70 to 79,"5,921",301,5.08
01/01/2009 12:00:00 AM,Eastern,M,80 +,"2,995",159,5.31
01/01/2009 12:00:00 AM,Northern,F,0 to 9,"7,418",623,8.4
01/01/2009 12:00:00 AM,Northern,F,10 to 19,"7,920","1,443",18.22
01/01/2009 12:00:00 AM,Northern,F,20 to 29,"7,827","1,066",13.62
01/01/2009 12:00:00 AM,Northern,F,30 to 39,"9,421","1,093",11.6
01/01/2009 12:00:00 AM,Northern,F,40 to 49,"11,756","1,177",10.01
01/01/2009 12:00:00 AM,Northern,F,50 to 59,"12,253","1,244",10.15
01/01/2009 12:00:00 AM,Northern,F,60 to 69,"9,410",928,9.86
01/01/2009 12:00:00 AM,Northern,F,70 to 79,"5,786",516,8.92
01/01/2009 12:00:00 AM,Northern,F,80 +,"4,981",319,6.4
01/01/2009 12:00:00 AM,Northern,M,0 to 9,"7,702",913,11.85
01/01/2009 12:00:00 AM,Northern,M,10 to 19,"8,683","2,081",23.97
01/01/2009 12:00:00 AM,Northern,M,20 to 29,"7,930","1,007",12.7
01/01/2009 12:00:00 AM,Northern,M,30 to 39,"9,100",566,6.22
01/01/2009 12:00:00 AM,Northern,M,40 to 49,"11,550",597,5.17
01/01/2009 12:00:00 AM,Northern,M,50 to 59,"12,176",603,4.95
01/01/2009 12:00:00 AM,Northern,M,60 to 69,"9,521",435,4.57
01/01/2009 12:00:00 AM,Northern,M,70 to 79,"5,075",246,4.85
01/01/2009 12:00:00 AM,Northern,M,80 +,"2,750",166,6.04
01/01/2009 12:00:00 AM,Unknown,F,0 to 9,"3,971",239,6.02
01/01/2009 12:00:00 AM,Unknown,F,10 to 19,"7,223","1,148",15.89
01/01/2009 12:00:00 AM,Unknown,F,20 to 29,"10,190","1,253",12.3
01/01/2009 12:00:00 AM,Unknown,F,30 to 39,"6,760",543,8.03
01/01/2009 12:00:00 AM,Unknown,F,40 to 49,"6,071",491,8.09
01/01/2009 12:00:00 AM,Unknown,F,50 to 59,"4,955",416,8.4
01/01/2009 12:00:00 AM,Unknown,F,60 to 69,"3,477",296,8.51
01/01/2009 12:00:00 AM,Unknown,F,70 to 79,"1,774",144,8.12
01/01/2009 12:00:00 AM,Unknown,F,80 +,"1,600",110,6.88
01/01/2009 12:00:00 AM,Unknown,M,0 to 9,"4,116",347,8.43
01/01/2009 12:00:00 AM,Unknown,M,10 to 19,"6,703","1,361",20.3
01/01/2009 12:00:00 AM,Unknown,M,20 to 29,"9,404","1,194",12.7
01/01/2009 12:00:00 AM,Unknown,M,30 to 39,"6,360",324,5.09
01/01/2009 12:00:00 AM,Unknown,M,40 to 49,"5,736",222,3.87
01/01/2009 12:00:00 AM,Unknown,M,50 to 59,"4,473",189,4.23
01/01/2009 12:00:00 AM,Unknown,M,60 to 69,"3,185",138,4.33
01/01/2009 12:00:00 AM,Unknown,M,70 to 79,"1,562",84,5.38
01/01/2009 12:00:00 AM,Unknown,M,80 +,815,32,3.93
01/01/2009 12:00:00 AM,Western,F,0 to 9,"8,486",806,9.5
01/01/2009 12:00:00 AM,Western,F,10 to 19,"9,997","1,917",19.18
01/01/2009 12:00:00 AM,Western,F,20 to 29,"9,792","1,439",14.7
01/01/2009 12:00:00 AM,Western,F,30 to 39,"11,415","1,345",11.78
01/01/2009 12:00:00 AM,Western,F,40 to 49,"15,877","1,646",10.37
01/01/2009 12:00:00 AM,Western,F,50 to 59,"16,972","1,707",10.06
01/01/2009 12:00:00 AM,Western,F,60 to 69,"13,662","1,411",10.33
01/01/2009 12:00:00 AM,Western,F,70 to 79,"8,323",745,8.95
01/01/2009 12:00:00 AM,Western,F,80 +,"6,813",485,7.12
01/01/2009 12:00:00 AM,Western,M,0 to 9,"8,923","1,169",13.1
01/01/2009 12:00:00 AM,Western,M,10 to 19,"10,660","2,506",23.51
01/01/2009 12:00:00 AM,Western,M,20 to 29,"9,867","1,311",13.29
01/01/2009 12:00:00 AM,Western,M,30 to 39,"11,017",683,6.2
01/01/2009 12:00:00 AM,Western,M,40 to 49,"15,237",914,6
01/01/2009 12:00:00 AM,Western,M,50 to 59,"16,472",889,5.4
01/01/2009 12:00:00 AM,Western,M,60 to 69,"13,507",763,5.65
01/01/2009 12:00:00 AM,Western,M,70 to 79,"7,587",441,5.81
01/01/2009 12:00:00 AM,Western,M,80 +,"4,172",265,6.35
01/01/2010 12:00:00 AM,Central,F,0 to 9,"19,281","1,525",7.91
01/01/2010 12:00:00 AM,Central,F,10 to 19,"23,137","4,627",20
01/01/2010 12:00:00 AM,Central,F,20 to 29,"27,253","4,370",16.03
01/01/2010 12:00:00 AM,Central,F,30 to 39,"29,314","3,683",12.56
01/01/2010 12:00:00 AM,Central,F,40 to 49,"33,396","4,042",12.1
01/01/2010 12:00:00 AM,Central,F,50 to 59,"30,883","3,792",12.28
01/01/2010 12:00:00 AM,Central,F,60 to 69,"21,700","2,836",13.07
01/01/2010 12:00:00 AM,Central,F,70 to 79,"12,215","1,308",10.71
01/01/2010 12:00:00 AM,Central,F,80 +,"10,055",868,8.63
01/01/2010 12:00:00 AM,Central,M,0 to 9,"20,390","2,338",11.47
01/01/2010 12:00:00 AM,Central,M,10 to 19,"23,856","6,063",25.41
01/01/2010 12:00:00 AM,Central,M,20 to 29,"27,307","4,398",16.11
01/01/2010 12:00:00 AM,Central,M,30 to 39,"27,222","2,060",7.57
01/01/2010 12:00:00 AM,Central,M,40 to 49,"31,538","2,048",6.49
01/01/2010 12:00:00 AM,Central,M,50 to 59,"29,281","1,924",6.57
01/01/2010 12:00:00 AM,Central,M,60 to 69,"20,385","1,297",6.36
01/01/2010 12:00:00 AM,Central,M,70 to 79,"10,476",674,6.43
01/01/2010 12:00:00 AM,Central,M,80 +,"5,510",334,6.06
01/01/2010 12:00:00 AM,Eastern,F,0 to 9,"7,085",504,7.11
01/01/2010 12:00:00 AM,Eastern,F,10 to 19,"8,306","1,580",19.02
01/01/2010 12:00:00 AM,Eastern,F,20 to 29,"8,109","1,127",13.9
01/01/2010 12:00:00 AM,Eastern,F,30 to 39,"9,073",904,9.96
01/01/2010 12:00:00 AM,Eastern,F,40 to 49,"11,716","1,006",8.59
01/01/2010 12:00:00 AM,Eastern,F,50 to 59,"14,078","1,221",8.67
01/01/2010 12:00:00 AM,Eastern,F,60 to 69,"11,273","1,056",9.37
01/01/2010 12:00:00 AM,Eastern,F,70 to 79,"6,963",562,8.07
01/01/2010 12:00:00 AM,Eastern,F,80 +,"5,548",363,6.54
01/01/2010 12:00:00 AM,Eastern,M,0 to 9,"7,492",790,10.54
01/01/2010 12:00:00 AM,Eastern,M,10 to 19,"8,797","2,235",25.41
01/01/2010 12:00:00 AM,Eastern,M,20 to 29,"8,643","1,242",14.37
01/01/2010 12:00:00 AM,Eastern,M,30 to 39,"8,926",567,6.35
01/01/2010 12:00:00 AM,Eastern,M,40 to 49,"11,503",572,4.97
01/01/2010 12:00:00 AM,Eastern,M,50 to 59,"13,721",656,4.78
01/01/2010 12:00:00 AM,Eastern,M,60 to 69,"11,297",570,5.05
01/01/2010 12:00:00 AM,Eastern,M,70 to 79,"6,105",327,5.36
01/01/2010 12:00:00 AM,Eastern,M,80 +,"3,076",168,5.46
01/01/2010 12:00:00 AM,Northern,F,0 to 9,"7,408",580,7.83
01/01/2010 12:00:00 AM,Northern,F,10 to 19,"7,905","1,420",17.96
01/01/2010 12:00:00 AM,Northern,F,20 to 29,"7,913","1,146",14.48
01/01/2010 12:00:00 AM,Northern,F,30 to 39,"9,268","1,128",12.17
01/01/2010 12:00:00 AM,Northern,F,40 to 49,"11,594","1,191",10.27
01/01/2010 12:00:00 AM,Northern,F,50 to 59,"12,513","1,288",10.29
01/01/2010 12:00:00 AM,Northern,F,60 to 69,"9,785",994,10.16
01/01/2010 12:00:00 AM,Northern,F,70 to 79,"5,840",539,9.23
01/01/2010 12:00:00 AM,Northern,F,80 +,"5,077",336,6.62
01/01/2010 12:00:00 AM,Northern,M,0 to 9,"7,656",839,10.96
01/01/2010 12:00:00 AM,Northern,M,10 to 19,"8,675","2,087",24.06
01/01/2010 12:00:00 AM,Northern,M,20 to 29,"8,074","1,129",13.98
01/01/2010 12:00:00 AM,Northern,M,30 to 39,"8,964",593,6.62
01/01/2010 12:00:00 AM,Northern,M,40 to 49,"11,404",598,5.24
01/01/2010 12:00:00 AM,Northern,M,50 to 59,"12,340",632,5.12
01/01/2010 12:00:00 AM,Northern,M,60 to 69,"9,858",478,4.85
01/01/2010 12:00:00 AM,Northern,M,70 to 79,"5,263",251,4.77
01/01/2010 12:00:00 AM,Northern,M,80 +,"2,844",180,6.33
01/01/2010 12:00:00 AM,Unknown,F,0 to 9,"3,830",227,5.93
01/01/2010 12:00:00 AM,Unknown,F,10 to 19,"6,229",966,15.51
01/01/2010 12:00:00 AM,Unknown,F,20 to 29,"10,147","1,288",12.69
01/01/2010 12:00:00 AM,Unknown,F,30 to 39,"6,427",531,8.26
01/01/2010 12:00:00 AM,Unknown,F,40 to 49,"5,844",464,7.94
01/01/2010 12:00:00 AM,Unknown,F,50 to 59,"4,932",426,8.64
01/01/2010 12:00:00 AM,Unknown,F,60 to 69,"3,555",301,8.47
01/01/2010 12:00:00 AM,Unknown,F,70 to 79,"1,790",154,8.6
01/01/2010 12:00:00 AM,Unknown,F,80 +,"1,586",105,6.62
01/01/2010 12:00:00 AM,Unknown,M,0 to 9,"3,995",319,7.98
01/01/2010 12:00:00 AM,Unknown,M,10 to 19,"5,842","1,169",20.01
01/01/2010 12:00:00 AM,Unknown,M,20 to 29,"9,426","1,301",13.8
01/01/2010 12:00:00 AM,Unknown,M,30 to 39,"6,004",324,5.4
01/01/2010 12:00:00 AM,Unknown,M,40 to 49,"5,647",215,3.81
01/01/2010 12:00:00 AM,Unknown,M,50 to 59,"4,436",202,4.55
01/01/2010 12:00:00 AM,Unknown,M,60 to 69,"3,248",143,4.4
01/01/2010 12:00:00 AM,Unknown,M,70 to 79,"1,568",80,5.1
01/01/2010 12:00:00 AM,Unknown,M,80 +,798,31,3.88
01/01/2010 12:00:00 AM,Western,F,0 to 9,"8,455",753,8.91
01/01/2010 12:00:00 AM,Western,F,10 to 19,"9,949","1,885",18.95
01/01/2010 12:00:00 AM,Western,F,20 to 29,"9,924","1,534",15.46
