Year,Zone,Sex,Age Group,Population,Prevalence,Crude Prevalence Rate
01/01/2014 12:00:00 AM,Northern,F,10 to 19,"7,887","1,292",16.38
01/01/2014 12:00:00 AM,Northern,F,20 to 29,"8,014","1,413",17.63
01/01/2014 12:00:00 AM,Northern,F,30 to 39,"8,876","1,152",12.98
01/01/2014 12:00:00 AM,Northern,F,40 to 49,"10,845","1,251",11.54
01/01/2014 12:00:00 AM,Northern,F,50 to 59,"12,930","1,373",10.62
01/01/2014 12:00:00 AM,Northern,F,60 to 69,"11,382","1,228",10.79
01/01/2014 12:00:00 AM,Northern,F,70 to 79,"6,533",649,9.93
01/01/2014 12:00:00 AM,Northern,F,80 +,"5,127",390,7.61
01/01/2014 12:00:00 AM,Northern,M,0 to 9,"7,531",553,7.34
01/01/2014 12:00:00 AM,Northern,M,10 to 19,"8,384","1,897",22.63
01/01/2014 12:00:00 AM,Northern,M,20 to 29,"8,338","1,635",19.61
01/01/2014 12:00:00 AM,Northern,M,30 to 39,"8,729",712,8.16
01/01/2014 12:00:00 AM,Northern,M,40 to 49,"10,562",620,5.87
01/01/2014 12:00:00 AM,Northern,M,50 to 59,"12,713",736,5.79
01/01/2014 12:00:00 AM,Northern,M,60 to 69,"11,190",579,5.17
01/01/2014 12:00:00 AM,Northern,M,70 to 79,"6,230",315,5.06
01/01/2014 12:00:00 AM,Northern,M,80 +,"3,106",177,5.7
01/01/2014 12:00:00 AM,Unknown,F,0 to 9,"3,197",130,4.07
01/01/2014 12:00:00 AM,Unknown,F,10 to 19,"3,160",423,13.39
01/01/2014 12:00:00 AM,Unknown,F,20 to 29,"7,654","1,055",13.78
01/01/2014 12:00:00 AM,Unknown,F,30 to 39,"5,090",445,8.74
01/01/2014 12:00:00 AM,Unknown,F,40 to 49,"4,552",388,8.52
01/01/2014 12:00:00 AM,Unknown,F,50 to 59,"4,550",403,8.86
01/01/2014 12:00:00 AM,Unknown,F,60 to 69,"3,477",323,9.29
01/01/2014 12:00:00 AM,Unknown,F,70 to 79,"1,841",179,9.72
01/01/2014 12:00:00 AM,Unknown,F,80 +,"1,387",98,7.07
01/01/2014 12:00:00 AM,Unknown,M,0 to 9,"3,238",192,5.93
01/01/2014 12:00:00 AM,Unknown,M,10 to 19,"3,009",530,17.61
01/01/2014 12:00:00 AM,Unknown,M,20 to 29,"6,728","1,090",16.2
01/01/2014 12:00:00 AM,Unknown,M,30 to 39,"4,724",299,6.33
01/01/2014 12:00:00 AM,Unknown,M,40 to 49,"4,368",185,4.24
01/01/2014 12:00:00 AM,Unknown,M,50 to 59,"4,296",195,4.54
01/01/2014 12:00:00 AM,Unknown,M,60 to 69,"3,140",128,4.08
01/01/2014 12:00:00 AM,Unknown,M,70 to 79,"1,648",89,5.4
01/01/2014 12:00:00 AM,Unknown,M,80 +,887,45,5.07
01/01/2014 12:00:00 AM,Western,F,0 to 9,"8,365",476,5.69
01/01/2014 12:00:00 AM,Western,F,10 to 19,"9,717","1,772",18.24
01/01/2014 12:00:00 AM,Western,F,20 to 29,"10,195","1,831",17.96
01/01/2014 12:00:00 AM,Western,F,30 to 39,"10,944","1,454",13.29
01/01/2014 12:00:00 AM,Western,F,40 to 49,"13,683","1,582",11.56
01/01/2014 12:00:00 AM,Western,F,50 to 59,"18,348","2,022",11.02
01/01/2014 12:00:00 AM,Western,F,60 to 69,"16,229","1,848",11.39
01/01/2014 12:00:00 AM,Western,F,70 to 79,"9,770",981,10.04
01/01/2014 12:00:00 AM,Western,F,80 +,"7,436",600,8.07
01/01/2014 12:00:00 AM,Western,M,0 to 9,"8,754",651,7.44
01/01/2014 12:00:00 AM,Western,M,10 to 19,"10,317","2,409",23.35
01/01/2014 12:00:00 AM,Western,M,20 to 29,"10,476","2,126",20.29
01/01/2014 12:00:00 AM,Western,M,30 to 39,"10,479",883,8.43
01/01/2014 12:00:00 AM,Western,M,40 to 49,"13,282",884,6.66
01/01/2014 12:00:00 AM,Western,M,50 to 59,"17,698","1,058",5.98
01/01/2014 12:00:00 AM,Western,M,60 to 69,"15,747",972,6.17
01/01/2014 12:00:00 AM,Western,M,70 to 79,"9,167",581,6.34
01/01/2014 12:00:00 AM,Western,M,80 +,"4,784",304,6.35
01/01/2015 12:00:00 AM,Central,F,0 to 9,"20,303",979,4.82
01/01/2015 12:00:00 AM,Central,F,10 to 19,"21,684","3,643",16.8
01/01/2015 12:00:00 AM,Central,F,20 to 29,"29,557","5,381",18.21
01/01/2015 12:00:00 AM,Central,F,30 to 39,"31,290","4,196",13.41
01/01/2015 12:00:00 AM,Central,F,40 to 49,"32,516","4,167",12.82
01/01/2015 12:00:00 AM,Central,F,50 to 59,"35,039","4,633",13.22
01/01/2015 12:00:00 AM,Central,F,60 to 69,"26,923","3,650",13.56
01/01/2015 12:00:00 AM,Central,F,70 to 79,"14,924","1,919",12.86
01/01/2015 12:00:00 AM,Central,F,80 +,"10,710","1,013",9.46
01/01/2015 12:00:00 AM,Central,M,0 to 9,"21,553","1,511",7.01
01/01/2015 12:00:00 AM,Central,M,10 to 19,"22,652","5,055",22.32
01/01/2015 12:00:00 AM,Central,M,20 to 29,"29,485","6,079",20.62
01/01/2015 12:00:00 AM,Central,M,30 to 39,"29,802","3,035",10.18
01/01/2015 12:00:00 AM,Central,M,40 to 49,"30,434","2,210",7.26
01/01/2015 12:00:00 AM,Central,M,50 to 59,"34,170","2,429",7.11
01/01/2015 12:00:00 AM,Central,M,60 to 69,"24,985","1,697",6.79
01/01/2015 12:00:00 AM,Central,M,70 to 79,"13,153",959,7.29
01/01/2015 12:00:00 AM,Central,M,80 +,"6,531",447,6.84
01/01/2015 12:00:00 AM,Eastern,F,0 to 9,"6,737",358,5.31
01/01/2015 12:00:00 AM,Eastern,F,10 to 19,"7,952","1,322",16.62
01/01/2015 12:00:00 AM,Eastern,F,20 to 29,"8,462","1,602",18.93
01/01/2015 12:00:00 AM,Eastern,F,30 to 39,"8,719","1,005",11.53
01/01/2015 12:00:00 AM,Eastern,F,40 to 49,"10,251","1,036",10.11
01/01/2015 12:00:00 AM,Eastern,F,50 to 59,"13,960","1,294",9.27
01/01/2015 12:00:00 AM,Eastern,F,60 to 69,"13,210","1,332",10.08
01/01/2015 12:00:00 AM,Eastern,F,70 to 79,"8,042",795,9.89
01/01/2015 12:00:00 AM,Eastern,F,80 +,"5,818",403,6.93
01/01/2015 12:00:00 AM,Eastern,M,0 to 9,"7,160",544,7.6
01/01/2015 12:00:00 AM,Eastern,M,10 to 19,"8,279","1,864",22.51
01/01/2015 12:00:00 AM,Eastern,M,20 to 29,"8,988","1,963",21.84
01/01/2015 12:00:00 AM,Eastern,M,30 to 39,"8,824",804,9.11
01/01/2015 12:00:00 AM,Eastern,M,40 to 49,"10,357",639,6.17
01/01/2015 12:00:00 AM,Eastern,M,50 to 59,"13,251",730,5.51
01/01/2015 12:00:00 AM,Eastern,M,60 to 69,"13,034",704,5.4
01/01/2015 12:00:00 AM,Eastern,M,70 to 79,"7,277",433,5.95
01/01/2015 12:00:00 AM,Eastern,M,80 +,"3,520",218,6.19
01/01/2015 12:00:00 AM,Northern,F,0 to 9,"7,083",349,4.93
01/01/2015 12:00:00 AM,Northern,F,10 to 19,"7,886","1,246",15.8
01/01/2015 12:00:00 AM,Northern,F,20 to 29,"8,147","1,492",18.31
01/01/2015 12:00:00 AM,Northern,F,30 to 39,"8,877","1,188",13.38
01/01/2015 12:00:00 AM,Northern,F,40 to 49,"10,628","1,236",11.63
01/01/2015 12:00:00 AM,Northern,F,50 to 59,"12,929","1,376",10.64
01/01/2015 12:00:00 AM,Northern,F,60 to 69,"11,698","1,275",10.9
01/01/2015 12:00:00 AM,Northern,F,70 to 79,"6,799",704,10.35
01/01/2015 12:00:00 AM,Northern,F,80 +,"5,080",388,7.64
01/01/2015 12:00:00 AM,Northern,M,0 to 9,"7,440",506,6.8
01/01/2015 12:00:00 AM,Northern,M,10 to 19,"8,338","1,772",21.25
01/01/2015 12:00:00 AM,Northern,M,20 to 29,"8,462","1,774",20.96
01/01/2015 12:00:00 AM,Northern,M,30 to 39,"8,736",776,8.88
01/01/2015 12:00:00 AM,Northern,M,40 to 49,"10,422",631,6.05
01/01/2015 12:00:00 AM,Northern,M,50 to 59,"12,613",733,5.81
01/01/2015 12:00:00 AM,Northern,M,60 to 69,"11,521",621,5.39
01/01/2015 12:00:00 AM,Northern,M,70 to 79,"6,502",336,5.17
01/01/2015 12:00:00 AM,Northern,M,80 +,"3,180",178,5.6
01/01/2015 12:00:00 AM,Unknown,F,0 to 9,"2,934",105,3.58
01/01/2015 12:00:00 AM,Unknown,F,10 to 19,"2,541",326,12.83
01/01/2015 12:00:00 AM,Unknown,F,20 to 29,"6,444",888,13.78
01/01/2015 12:00:00 AM,Unknown,F,30 to 39,"4,616",394,8.54
01/01/2015 12:00:00 AM,Unknown,F,40 to 49,"4,181",351,8.4
01/01/2015 12:00:00 AM,Unknown,F,50 to 59,"4,179",389,9.31
01/01/2015 12:00:00 AM,Unknown,F,60 to 69,"3,396",318,9.36
01/01/2015 12:00:00 AM,Unknown,F,70 to 79,"1,819",169,9.29
01/01/2015 12:00:00 AM,Unknown,F,80 +,"1,347",99,7.35
01/01/2015 12:00:00 AM,Unknown,M,0 to 9,"2,914",152,5.22
01/01/2015 12:00:00 AM,Unknown,M,10 to 19,"2,552",428,16.77
01/01/2015 12:00:00 AM,Unknown,M,20 to 29,"5,656",922,16.3
01/01/2015 12:00:00 AM,Unknown,M,30 to 39,"4,229",277,6.55
01/01/2015 12:00:00 AM,Unknown,M,40 to 49,"3,964",168,4.24
01/01/2015 12:00:00 AM,Unknown,M,50 to 59,"4,018",176,4.38
01/01/2015 12:00:00 AM,Unknown,M,60 to 69,"3,099",136,4.39
01/01/2015 12:00:00 AM,Unknown,M,70 to 79,"1,662",82,4.93
01/01/2015 12:00:00 AM,Unknown,M,80 +,893,41,4.59
01/01/2015 12:00:00 AM,Western,F,0 to 9,"8,425",438,5.2
01/01/2015 12:00:00 AM,Western,F,10 to 19,"9,673","1,696",17.53
01/01/2015 12:00:00 AM,Western,F,20 to 29,"10,352","1,948",18.82
01/01/2015 12:00:00 AM,Western,F,30 to 39,"10,990","1,466",13.34
01/01/2015 12:00:00 AM,Western,F,40 to 49,"13,362","1,585",11.86
01/01/2015 12:00:00 AM,Western,F,50 to 59,"18,325","2,051",11.19
01/01/2015 12:00:00 AM,Western,F,60 to 69,"16,707","1,924",11.52
01/01/2015 12:00:00 AM,Western,F,70 to 79,"10,220","1,051",10.28
01/01/2015 12:00:00 AM,Western,F,80 +,"7,530",614,8.15
01/01/2015 12:00:00 AM,Western,M,0 to 9,"8,798",604,6.87
01/01/2015 12:00:00 AM,Western,M,10 to 19,"10,245","2,282",22.27
01/01/2015 12:00:00 AM,Western,M,20 to 29,"10,694","2,293",21.44
01/01/2015 12:00:00 AM,Western,M,30 to 39,"10,523",958,9.1
01/01/2015 12:00:00 AM,Western,M,40 to 49,"13,009",905,6.96
01/01/2015 12:00:00 AM,Western,M,50 to 59,"17,700","1,087",6.14
01/01/2015 12:00:00 AM,Western,M,60 to 69,"16,150",988,6.12
01/01/2015 12:00:00 AM,Western,M,70 to 79,"9,582",604,6.3
01/01/2015 12:00:00 AM,Western,M,80 +,"4,948",317,6.41
01/01/2016 12:00:00 AM,Central,F,0 to 9,"20,896",946,4.53
01/01/2016 12:00:00 AM,Central,F,10 to 19,"21,666","3,435",15.85
01/01/2016 12:00:00 AM,Central,F,20 to 29,"30,153","5,459",18.1
01/01/2016 12:00:00 AM,Central,F,30 to 39,"32,474","4,384",13.5
01/01/2016 12:00:00 AM,Central,F,40 to 49,"32,614","4,213",12.92
01/01/2016 12:00:00 AM,Central,F,50 to 59,"35,379","4,760",13.45
01/01/2016 12:00:00 AM,Central,F,60 to 69,"27,693","3,733",13.48
01/01/2016 12:00:00 AM,Central,F,70 to 79,"16,059","2,144",13.35
01/01/2016 12:00:00 AM,Central,F,80 +,"10,830","1,039",9.59
01/01/2016 12:00:00 AM,Central,M,0 to 9,"22,064","1,468",6.65
01/01/2016 12:00:00 AM,Central,M,10 to 19,"22,606","4,760",21.06
01/01/2016 12:00:00 AM,Central,M,20 to 29,"30,190","6,342",21.01
01/01/2016 12:00:00 AM,Central,M,30 to 39,"30,958","3,343",10.8
01/01/2016 12:00:00 AM,Central,M,40 to 49,"30,774","2,302",7.48
01/01/2016 12:00:00 AM,Central,M,50 to 59,"34,501","2,445",7.09
01/01/2016 12:00:00 AM,Central,M,60 to 69,"25,736","1,819",7.07
01/01/2016 12:00:00 AM,Central,M,70 to 79,"14,115","1,029",7.29
01/01/2016 12:00:00 AM,Central,M,80 +,"6,782",466,6.87
01/01/2016 12:00:00 AM,Eastern,F,0 to 9,"6,788",342,5.04
01/01/2016 12:00:00 AM,Eastern,F,10 to 19,"7,847","1,237",15.76
01/01/2016 12:00:00 AM,Eastern,F,20 to 29,"8,610","1,664",19.33
01/01/2016 12:00:00 AM,Eastern,F,30 to 39,"8,809","1,084",12.31
01/01/2016 12:00:00 AM,Eastern,F,40 to 49,"10,056","1,024",10.18
01/01/2016 12:00:00 AM,Eastern,F,50 to 59,"13,702","1,300",9.49
01/01/2016 12:00:00 AM,Eastern,F,60 to 69,"13,365","1,355",10.14
01/01/2016 12:00:00 AM,Eastern,F,70 to 79,"8,449",848,10.04
01/01/2016 12:00:00 AM,Eastern,F,80 +,"5,942",430,7.24
01/01/2016 12:00:00 AM,Eastern,M,0 to 9,"7,151",499,6.98
01/01/2016 12:00:00 AM,Eastern,M,10 to 19,"8,177","1,754",21.45
01/01/2016 12:00:00 AM,Eastern,M,20 to 29,"9,129","2,100",23
01/01/2016 12:00:00 AM,Eastern,M,30 to 39,"8,947",891,9.96
01/01/2016 12:00:00 AM,Eastern,M,40 to 49,"10,156",648,6.38
01/01/2016 12:00:00 AM,Eastern,M,50 to 59,"13,087",740,5.65
01/01/2016 12:00:00 AM,Eastern,M,60 to 69,"13,115",713,5.44
01/01/2016 12:00:00 AM,Eastern,M,70 to 79,"7,752",466,6.01
01/01/2016 12:00:00 AM,Eastern,M,80 +,"3,630",224,6.17
01/01/2016 12:00:00 AM,Northern,F,0 to 9,"7,039",306,4.35
01/01/2016 12:00:00 AM,Northern,F,10 to 19,"7,898","1,228",15.55
01/01/2016 12:00:00 AM,Northern,F,20 to 29,"8,318","1,541",18.53
01/01/2016 12:00:00 AM,Northern,F,30 to 39,"8,849","1,175",13.28
01/01/2016 12:00:00 AM,Northern,F,40 to 49,"10,571","1,282",12.13
01/01/2016 12:00:00 AM,Northern,F,50 to 59,"12,904","1,371",10.62
01/01/2016 12:00:00 AM,Northern,F,60 to 69,"11,839","1,311",11.07
01/01/2016 12:00:00 AM,Northern,F,70 to 79,"7,215",782,10.84
01/01/2016 12:00:00 AM,Northern,F,80 +,"5,161",395,7.65
01/01/2016 12:00:00 AM,Northern,M,0 to 9,"7,353",468,6.36
01/01/2016 12:00:00 AM,Northern,M,10 to 19,"8,298","1,683",20.28
01/01/2016 12:00:00 AM,Northern,M,20 to 29,"8,739","1,894",21.67
01/01/2016 12:00:00 AM,Northern,M,30 to 39,"8,711",830,9.53
01/01/2016 12:00:00 AM,Northern,M,40 to 49,"10,396",657,6.32
01/01/2016 12:00:00 AM,Northern,M,50 to 59,"12,533",718,5.73
01/01/2016 12:00:00 AM,Northern,M,60 to 69,"11,657",659,5.65
01/01/2016 12:00:00 AM,Northern,M,70 to 79,"6,976",361,5.17
01/01/2016 12:00:00 AM,Northern,M,80 +,"3,291",183,5.56
01/01/2016 12:00:00 AM,Unknown,F,0 to 9,"2,546",89,3.5
01/01/2016 12:00:00 AM,Unknown,F,10 to 19,"2,072",257,12.4
01/01/2016 12:00:00 AM,Unknown,F,20 to 29,"5,404",737,13.64
01/01/2016 12:00:00 AM,Unknown,F,30 to 39,"4,096",366,8.94
01/01/2016 12:00:00 AM,Unknown,F,40 to 49,"3,730",301,8.07
01/01/2016 12:00:00 AM,Unknown,F,50 to 59,"3,854",358,9.29
01/01/2016 12:00:00 AM,Unknown,F,60 to 69,"3,207",317,9.88
01/01/2016 12:00:00 AM,Unknown,F,70 to 79,"1,879",169,8.99
01/01/2016 12:00:00 AM,Unknown,F,80 +,"1,307",95,7.27
01/01/2016 12:00:00 AM,Unknown,M,0 to 9,"2,577",145,5.63
01/01/2016 12:00:00 AM,Unknown,M,10 to 19,"2,127",331,15.56
01/01/2016 12:00:00 AM,Unknown,M,20 to 29,"4,752",774,16.29
01/01/2016 12:00:00 AM,Unknown,M,30 to 39,"3,811",258,6.77
01/01/2016 12:00:00 AM,Unknown,M,40 to 49,"3,555",154,4.33
01/01/2016 12:00:00 AM,Unknown,M,50 to 59,"3,695",164,4.44
01/01/2016 12:00:00 AM,Unknown,M,60 to 69,"2,988",126,4.22
01/01/2016 12:00:00 AM,Unknown,M,70 to 79,"1,686",87,5.16
01/01/2016 12:00:00 AM,Unknown,M,80 +,915,46,5.03
01/01/2016 12:00:00 AM,Western,F,0 to 9,"8,489",394,4.64
01/01/2016 12:00:00 AM,Western,F,10 to 19,"9,656","1,673",17.33
01/01/2016 12:00:00 AM,Western,F,20 to 29,"10,550","2,002",18.98
01/01/2016 12:00:00 AM,Western,F,30 to 39,"11,139","1,512",13.57
01/01/2016 12:00:00 AM,Western,F,40 to 49,"13,250","1,604",12.11
01/01/2016 12:00:00 AM,Western,F,50 to 59,"18,168","2,081",11.45
01/01/2016 12:00:00 AM,Western,F,60 to 69,"16,967","1,931",11.38
01/01/2016 12:00:00 AM,Western,F,70 to 79,"10,957","1,185",10.82
01/01/2016 12:00:00 AM,Western,F,80 +,"7,609",633,8.32
01/01/2016 12:00:00 AM,Western,M,0 to 9,"8,913",558,6.26
01/01/2016 12:00:00 AM,Western,M,10 to 19,"10,156","2,166",21.33
01/01/2016 12:00:00 AM,Western,M,20 to 29,"10,933","2,445",22.36
01/01/2016 12:00:00 AM,Western,M,30 to 39,"10,703","1,043",9.74
01/01/2016 12:00:00 AM,Western,M,40 to 49,"12,824",939,7.32
01/01/2016 12:00:00 AM,Western,M,50 to 59,"17,578","1,079",6.14
01/01/2016 12:00:00 AM,Western,M,60 to 69,"16,381","1,013",6.18
01/01/2016 12:00:00 AM,Western,M,70 to 79,"10,252",682,6.65
01/01/2016 12:00:00 AM,Western,M,80 +,"5,161",320,6.2
01/01/2017 12:00:00 AM,Central,F,0 to 9,"21,229",787,3.71
01/01/2017 12:00:00 AM,Central,F,10 to 19,"21,937","3,178",14.49
01/01/2017 12:00:00 AM,Central,F,20 to 29,"30,800","5,454",17.71
01/01/2017 12:00:00 AM,Central,F,30 to 39,"33,816","4,474",13.23
01/01/2017 12:00:00 AM,Central,F,40 to 49,"32,959","4,251",12.9
01/01/2017 12:00:00 AM,Central,F,50 to 59,"35,639","4,732",13.28
01/01/2017 12:00:00 AM,Central,F,60 to 69,"28,423","3,827",13.46
01/01/2017 12:00:00 AM,Central,F,70 to 79,"17,312","2,269",13.11
01/01/2017 12:00:00 AM,Central,F,80 +,"11,033","1,086",9.84
01/01/2017 12:00:00 AM,Central,M,0 to 9,"22,340","1,227",5.49
01/01/2017 12:00:00 AM,Central,M,10 to 19,"22,831","4,480",19.62
01/01/2017 12:00:00 AM,Central,M,20 to 29,"30,861","6,440",20.87
01/01/2017 12:00:00 AM,Central,M,30 to 39,"32,270","3,647",11.3
01/01/2017 12:00:00 AM,Central,M,40 to 49,"31,342","2,339",7.46
01/01/2017 12:00:00 AM,Central,M,50 to 59,"34,451","2,415",7.01
01/01/2017 12:00:00 AM,Central,M,60 to 69,"26,625","1,879",7.06
01/01/2017 12:00:00 AM,Central,M,70 to 79,"15,288","1,104",7.22
01/01/2017 12:00:00 AM,Central,M,80 +,"6,998",463,6.62
01/01/2017 12:00:00 AM,Eastern,F,0 to 9,"6,778",271,4
01/01/2017 12:00:00 AM,Eastern,F,10 to 19,"7,761","1,139",14.68
01/01/2017 12:00:00 AM,Eastern,F,20 to 29,"8,796","1,705",19.38
01/01/2017 12:00:00 AM,Eastern,F,30 to 39,"8,850","1,111",12.55
01/01/2017 12:00:00 AM,Eastern,F,40 to 49,"10,009","1,046",10.45
01/01/2017 12:00:00 AM,Eastern,F,50 to 59,"13,312","1,261",9.47
01/01/2017 12:00:00 AM,Eastern,F,60 to 69,"13,569","1,349",9.94
01/01/2017 12:00:00 AM,Eastern,F,70 to 79,"8,984",909,10.12
01/01/2017 12:00:00 AM,Eastern,F,80 +,"6,016",453,7.53
01/01/2017 12:00:00 AM,Eastern,M,0 to 9,"7,023",396,5.64
01/01/2017 12:00:00 AM,Eastern,M,10 to 19,"8,181","1,655",20.23
01/01/2017 12:00:00 AM,Eastern,M,20 to 29,"9,258","2,183",23.58
01/01/2017 12:00:00 AM,Eastern,M,30 to 39,"9,108",970,10.65
01/01/2017 12:00:00 AM,Eastern,M,40 to 49,"10,037",659,6.57
01/01/2017 12:00:00 AM,Eastern,M,50 to 59,"12,883",730,5.67
01/01/2017 12:00:00 AM,Eastern,M,60 to 69,"13,174",703,5.34
01/01/2017 12:00:00 AM,Eastern,M,70 to 79,"8,214",490,5.97
01/01/2017 12:00:00 AM,Eastern,M,80 +,"3,781",231,6.11
01/01/2017 12:00:00 AM,Northern,F,0 to 9,"6,909",244,3.53
01/01/2017 12:00:00 AM,Northern,F,10 to 19,"7,971","1,147",14.39
01/01/2017 12:00:00 AM,Northern,F,20 to 29,"8,411","1,571",18.68
01/01/2017 12:00:00 AM,Northern,F,30 to 39,"8,922","1,188",13.32
01/01/2017 12:00:00 AM,Northern,F,40 to 49,"10,466","1,279",12.22
01/01/2017 12:00:00 AM,Northern,F,50 to 59,"12,756","1,375",10.78
01/01/2017 12:00:00 AM,Northern,F,60 to 69,"12,032","1,309",10.88
01/01/2017 12:00:00 AM,Northern,F,70 to 79,"7,789",848,10.89
01/01/2017 12:00:00 AM,Northern,F,80 +,"5,148",397,7.71
01/01/2017 12:00:00 AM,Northern,M,0 to 9,"7,303",371,5.08
01/01/2017 12:00:00 AM,Northern,M,10 to 19,"8,347","1,581",18.94
01/01/2017 12:00:00 AM,Northern,M,20 to 29,"8,905","2,001",22.47
01/01/2017 12:00:00 AM,Northern,M,30 to 39,"8,747",908,10.38
01/01/2017 12:00:00 AM,Northern,M,40 to 49,"10,358",664,6.41
01/01/2017 12:00:00 AM,Northern,M,50 to 59,"12,396",704,5.68
01/01/2017 12:00:00 AM,Northern,M,60 to 69,"11,845",667,5.63
01/01/2017 12:00:00 AM,Northern,M,70 to 79,"7,359",368,5
01/01/2017 12:00:00 AM,Northern,M,80 +,"3,460",194,5.61
01/01/2017 12:00:00 AM,Unknown,F,0 to 9,"2,172",69,3.18
01/01/2017 12:00:00 AM,Unknown,F,10 to 19,"1,708",209,12.24
01/01/2017 12:00:00 AM,Unknown,F,20 to 29,"4,386",565,12.88
01/01/2017 12:00:00 AM,Unknown,F,30 to 39,"3,602",339,9.41
01/01/2017 12:00:00 AM,Unknown,F,40 to 49,"3,334",254,7.62
01/01/2017 12:00:00 AM,Unknown,F,50 to 59,"3,482",318,9.13
01/01/2017 12:00:00 AM,Unknown,F,60 to 69,"3,031",280,9.24
01/01/2017 12:00:00 AM,Unknown,F,70 to 79,"1,918",168,8.76
01/01/2017 12:00:00 AM,Unknown,F,80 +,"1,261",105,8.33
01/01/2017 12:00:00 AM,Unknown,M,0 to 9,"2,220",117,5.27
01/01/2017 12:00:00 AM,Unknown,M,10 to 19,"1,764",273,15.48
01/01/2017 12:00:00 AM,Unknown,M,20 to 29,"3,809",629,16.51
01/01/2017 12:00:00 AM,Unknown,M,30 to 39,"3,447",230,6.67
01/01/2017 12:00:00 AM,Unknown,M,40 to 49,"3,179",139,4.37
01/01/2017 12:00:00 AM,Unknown,M,50 to 59,"3,381",153,4.53
01/01/2017 12:00:00 AM,Unknown,M,60 to 69,"2,814",122,4.34
01/01/2017 12:00:00 AM,Unknown,M,70 to 79,"1,724",81,4.7
01/01/2017 12:00:00 AM,Unknown,M,80 +,951,43,4.52
01/01/2017 12:00:00 AM,Western,F,0 to 9,"8,523",319,3.74
01/01/2017 12:00:00 AM,Western,F,10 to 19,"9,665","1,558",16.12
01/01/2017 12:00:00 AM,Western,F,20 to 29,"10,805","2,073",19.19
01/01/2017 12:00:00 AM,Western,F,30 to 39,"11,306","1,520",13.44
01/01/2017 12:00:00 AM,Western,F,40 to 49,"13,165","1,594",12.11
01/01/2017 12:00:00 AM,Western,F,50 to 59,"17,921","2,055",11.47
01/01/2017 12:00:00 AM,Western,F,60 to 69,"17,310","1,925",11.12
01/01/2017 12:00:00 AM,Western,F,70 to 79,"11,653","1,274",10.93
01/01/2017 12:00:00 AM,Western,F,80 +,"7,745",639,8.25
01/01/2017 12:00:00 AM,Western,M,0 to 9,"8,955",423,4.72
01/01/2017 12:00:00 AM,Western,M,10 to 19,"10,147","2,026",19.97
01/01/2017 12:00:00 AM,Western,M,20 to 29,"11,171","2,546",22.79
01/01/2017 12:00:00 AM,Western,M,30 to 39,"10,847","1,161",10.7
01/01/2017 12:00:00 AM,Western,M,40 to 49,"12,697",907,7.14
01/01/2017 12:00:00 AM,Western,M,50 to 59,"17,255","1,081",6.26
01/01/2017 12:00:00 AM,Western,M,60 to 69,"16,723",991,5.93
01/01/2017 12:00:00 AM,Western,M,70 to 79,"10,927",728,6.66
01/01/2017 12:00:00 AM,Western,M,80 +,"5,355",328,6.13
