Year,Zone,Sex,Age Group,Population,Hypertension Count,Prevalence Rate %
01/01/2008 12:00:00 AM,Western,M,80 +,"4,082","2,899",71.02
01/01/2009 12:00:00 AM,Central,F,20 to 29,"26,730",352,1.32
01/01/2009 12:00:00 AM,Central,F,30 to 39,"29,139","1,710",5.87
01/01/2009 12:00:00 AM,Central,F,40 to 49,"33,293","5,114",15.36
01/01/2009 12:00:00 AM,Central,F,50 to 59,"29,881","9,411",31.49
01/01/2009 12:00:00 AM,Central,F,60 to 69,"20,573","11,073",53.82
01/01/2009 12:00:00 AM,Central,F,70 to 79,"12,001","8,930",74.41
01/01/2009 12:00:00 AM,Central,F,80 +,"9,822","8,125",82.72
01/01/2009 12:00:00 AM,Central,M,20 to 29,"26,401",390,1.48
01/01/2009 12:00:00 AM,Central,M,30 to 39,"26,872","1,556",5.79
01/01/2009 12:00:00 AM,Central,M,40 to 49,"31,579","4,809",15.23
01/01/2009 12:00:00 AM,Central,M,50 to 59,"28,361","8,927",31.48
01/01/2009 12:00:00 AM,Central,M,60 to 69,"19,318","10,136",52.47
01/01/2009 12:00:00 AM,Central,M,70 to 79,"10,224","7,179",70.22
01/01/2009 12:00:00 AM,Central,M,80 +,"5,318","4,119",77.45
01/01/2009 12:00:00 AM,Eastern,F,20 to 29,"8,065",159,1.97
01/01/2009 12:00:00 AM,Eastern,F,30 to 39,"9,088",832,9.15
01/01/2009 12:00:00 AM,Eastern,F,40 to 49,"12,145","2,557",21.05
01/01/2009 12:00:00 AM,Eastern,F,50 to 59,"13,904","5,422",39
01/01/2009 12:00:00 AM,Eastern,F,60 to 69,"10,833","6,618",61.09
01/01/2009 12:00:00 AM,Eastern,F,70 to 79,"6,790","5,227",76.98
01/01/2009 12:00:00 AM,Eastern,F,80 +,"5,595","4,750",84.9
01/01/2009 12:00:00 AM,Eastern,M,20 to 29,"8,424",162,1.92
01/01/2009 12:00:00 AM,Eastern,M,30 to 39,"9,024",735,8.14
01/01/2009 12:00:00 AM,Eastern,M,40 to 49,"11,819","2,401",20.31
01/01/2009 12:00:00 AM,Eastern,M,50 to 59,"13,620","5,020",36.86
01/01/2009 12:00:00 AM,Eastern,M,60 to 69,"10,904","6,308",57.85
01/01/2009 12:00:00 AM,Eastern,M,70 to 79,"5,921","4,311",72.81
01/01/2009 12:00:00 AM,Eastern,M,80 +,"2,995","2,304",76.93
01/01/2009 12:00:00 AM,Northern,F,20 to 29,"7,827",169,2.16
01/01/2009 12:00:00 AM,Northern,F,30 to 39,"9,421",786,8.34
01/01/2009 12:00:00 AM,Northern,F,40 to 49,"11,756","2,229",18.96
01/01/2009 12:00:00 AM,Northern,F,50 to 59,"12,253","4,503",36.75
01/01/2009 12:00:00 AM,Northern,F,60 to 69,"9,410","5,491",58.35
01/01/2009 12:00:00 AM,Northern,F,70 to 79,"5,786","4,343",75.06
01/01/2009 12:00:00 AM,Northern,F,80 +,"4,981","4,215",84.62
01/01/2009 12:00:00 AM,Northern,M,20 to 29,"7,930",175,2.21
01/01/2009 12:00:00 AM,Northern,M,30 to 39,"9,100",710,7.8
01/01/2009 12:00:00 AM,Northern,M,40 to 49,"11,550","2,224",19.26
01/01/2009 12:00:00 AM,Northern,M,50 to 59,"12,176","4,431",36.39
01/01/2009 12:00:00 AM,Northern,M,60 to 69,"9,521","5,367",56.37
01/01/2009 12:00:00 AM,Northern,M,70 to 79,"5,075","3,619",71.31
01/01/2009 12:00:00 AM,Northern,M,80 +,"2,750","2,132",77.53
01/01/2009 12:00:00 AM,Unknown,F,20 to 29,"10,190",90,0.88
01/01/2009 12:00:00 AM,Unknown,F,30 to 39,"6,760",317,4.69
01/01/2009 12:00:00 AM,Unknown,F,40 to 49,"6,071",683,11.25
01/01/2009 12:00:00 AM,Unknown,F,50 to 59,"4,955","1,253",25.29
01/01/2009 12:00:00 AM,Unknown,F,60 to 69,"3,477","1,635",47.02
01/01/2009 12:00:00 AM,Unknown,F,70 to 79,"1,774","1,201",67.7
01/01/2009 12:00:00 AM,Unknown,F,80 +,"1,600","1,280",80
01/01/2009 12:00:00 AM,Unknown,M,20 to 29,"9,404",113,1.2
01/01/2009 12:00:00 AM,Unknown,M,30 to 39,"6,360",322,5.06
01/01/2009 12:00:00 AM,Unknown,M,40 to 49,"5,736",748,13.04
01/01/2009 12:00:00 AM,Unknown,M,50 to 59,"4,473","1,113",24.88
01/01/2009 12:00:00 AM,Unknown,M,60 to 69,"3,185","1,396",43.83
01/01/2009 12:00:00 AM,Unknown,M,70 to 79,"1,562",973,62.29
01/01/2009 12:00:00 AM,Unknown,M,80 +,815,549,67.36
01/01/2009 12:00:00 AM,Western,F,20 to 29,"9,792",180,1.84
01/01/2009 12:00:00 AM,Western,F,30 to 39,"11,415",911,7.98
01/01/2009 12:00:00 AM,Western,F,40 to 49,"15,877","2,802",17.65
01/01/2009 12:00:00 AM,Western,F,50 to 59,"16,972","5,655",33.32
01/01/2009 12:00:00 AM,Western,F,60 to 69,"13,662","7,444",54.49
01/01/2009 12:00:00 AM,Western,F,70 to 79,"8,323","6,042",72.59
01/01/2009 12:00:00 AM,Western,F,80 +,"6,813","5,546",81.4
01/01/2009 12:00:00 AM,Western,M,20 to 29,"9,867",153,1.55
01/01/2009 12:00:00 AM,Western,M,30 to 39,"11,017",773,7.02
01/01/2009 12:00:00 AM,Western,M,40 to 49,"15,237","2,638",17.31
01/01/2009 12:00:00 AM,Western,M,50 to 59,"16,472","5,325",32.33
01/01/2009 12:00:00 AM,Western,M,60 to 69,"13,507","6,858",50.77
01/01/2009 12:00:00 AM,Western,M,70 to 79,"7,587","5,026",66.24
01/01/2009 12:00:00 AM,Western,M,80 +,"4,172","3,045",72.99
01/01/2010 12:00:00 AM,Central,F,20 to 29,"27,253",339,1.24
01/01/2010 12:00:00 AM,Central,F,30 to 39,"29,314","1,680",5.73
01/01/2010 12:00:00 AM,Central,F,40 to 49,"33,396","5,086",15.23
01/01/2010 12:00:00 AM,Central,F,50 to 59,"30,883","9,570",30.99
01/01/2010 12:00:00 AM,Central,F,60 to 69,"21,700","11,615",53.53
01/01/2010 12:00:00 AM,Central,F,70 to 79,"12,215","9,115",74.62
01/01/2010 12:00:00 AM,Central,F,80 +,"10,055","8,384",83.38
01/01/2010 12:00:00 AM,Central,M,20 to 29,"27,307",406,1.49
01/01/2010 12:00:00 AM,Central,M,30 to 39,"27,222","1,581",5.81
01/01/2010 12:00:00 AM,Central,M,40 to 49,"31,538","4,787",15.18
01/01/2010 12:00:00 AM,Central,M,50 to 59,"29,281","9,338",31.89
01/01/2010 12:00:00 AM,Central,M,60 to 69,"20,385","10,752",52.74
01/01/2010 12:00:00 AM,Central,M,70 to 79,"10,476","7,416",70.79
01/01/2010 12:00:00 AM,Central,M,80 +,"5,510","4,322",78.44
01/01/2010 12:00:00 AM,Eastern,F,20 to 29,"8,109",139,1.71
01/01/2010 12:00:00 AM,Eastern,F,30 to 39,"9,073",831,9.16
01/01/2010 12:00:00 AM,Eastern,F,40 to 49,"11,716","2,477",21.14
01/01/2010 12:00:00 AM,Eastern,F,50 to 59,"14,078","5,437",38.62
01/01/2010 12:00:00 AM,Eastern,F,60 to 69,"11,273","6,841",60.68
01/01/2010 12:00:00 AM,Eastern,F,70 to 79,"6,963","5,423",77.88
01/01/2010 12:00:00 AM,Eastern,F,80 +,"5,548","4,781",86.18
01/01/2010 12:00:00 AM,Eastern,M,20 to 29,"8,643",159,1.84
01/01/2010 12:00:00 AM,Eastern,M,30 to 39,"8,926",730,8.18
01/01/2010 12:00:00 AM,Eastern,M,40 to 49,"11,503","2,350",20.43
01/01/2010 12:00:00 AM,Eastern,M,50 to 59,"13,721","5,146",37.5
01/01/2010 12:00:00 AM,Eastern,M,60 to 69,"11,297","6,603",58.45
01/01/2010 12:00:00 AM,Eastern,M,70 to 79,"6,105","4,482",73.42
01/01/2010 12:00:00 AM,Eastern,M,80 +,"3,076","2,416",78.54
01/01/2010 12:00:00 AM,Northern,F,20 to 29,"7,913",155,1.96
01/01/2010 12:00:00 AM,Northern,F,30 to 39,"9,268",771,8.32
01/01/2010 12:00:00 AM,Northern,F,40 to 49,"11,594","2,205",19.02
01/01/2010 12:00:00 AM,Northern,F,50 to 59,"12,513","4,606",36.81
01/01/2010 12:00:00 AM,Northern,F,60 to 69,"9,785","5,688",58.13
01/01/2010 12:00:00 AM,Northern,F,70 to 79,"5,840","4,413",75.57
01/01/2010 12:00:00 AM,Northern,F,80 +,"5,077","4,325",85.19
01/01/2010 12:00:00 AM,Northern,M,20 to 29,"8,074",171,2.12
01/01/2010 12:00:00 AM,Northern,M,30 to 39,"8,964",703,7.84
01/01/2010 12:00:00 AM,Northern,M,40 to 49,"11,404","2,249",19.72
01/01/2010 12:00:00 AM,Northern,M,50 to 59,"12,340","4,522",36.65
01/01/2010 12:00:00 AM,Northern,M,60 to 69,"9,858","5,559",56.39
01/01/2010 12:00:00 AM,Northern,M,70 to 79,"5,263","3,817",72.53
01/01/2010 12:00:00 AM,Northern,M,80 +,"2,844","2,255",79.29
01/01/2010 12:00:00 AM,Unknown,F,20 to 29,"10,147",88,0.87
01/01/2010 12:00:00 AM,Unknown,F,30 to 39,"6,427",295,4.59
01/01/2010 12:00:00 AM,Unknown,F,40 to 49,"5,844",666,11.4
01/01/2010 12:00:00 AM,Unknown,F,50 to 59,"4,932","1,249",25.32
01/01/2010 12:00:00 AM,Unknown,F,60 to 69,"3,555","1,662",46.75
01/01/2010 12:00:00 AM,Unknown,F,70 to 79,"1,790","1,190",66.48
01/01/2010 12:00:00 AM,Unknown,F,80 +,"1,586","1,260",79.45
01/01/2010 12:00:00 AM,Unknown,M,20 to 29,"9,426",116,1.23
01/01/2010 12:00:00 AM,Unknown,M,30 to 39,"6,004",319,5.31
01/01/2010 12:00:00 AM,Unknown,M,40 to 49,"5,647",747,13.23
01/01/2010 12:00:00 AM,Unknown,M,50 to 59,"4,436","1,128",25.43
01/01/2010 12:00:00 AM,Unknown,M,60 to 69,"3,248","1,461",44.98
01/01/2010 12:00:00 AM,Unknown,M,70 to 79,"1,568",977,62.31
01/01/2010 12:00:00 AM,Unknown,M,80 +,798,542,67.92
01/01/2010 12:00:00 AM,Western,F,20 to 29,"9,924",180,1.81
01/01/2010 12:00:00 AM,Western,F,30 to 39,"11,296",924,8.18
01/01/2010 12:00:00 AM,Western,F,40 to 49,"15,446","2,759",17.86
01/01/2010 12:00:00 AM,Western,F,50 to 59,"17,349","5,738",33.07
01/01/2010 12:00:00 AM,Western,F,60 to 69,"14,284","7,810",54.68
01/01/2010 12:00:00 AM,Western,F,70 to 79,"8,525","6,212",72.87
01/01/2010 12:00:00 AM,Western,F,80 +,"6,946","5,716",82.29
01/01/2010 12:00:00 AM,Western,M,20 to 29,"10,054",162,1.61
01/01/2010 12:00:00 AM,Western,M,30 to 39,"10,809",775,7.17
01/01/2010 12:00:00 AM,Western,M,40 to 49,"14,947","2,635",17.63
01/01/2010 12:00:00 AM,Western,M,50 to 59,"16,830","5,529",32.85
01/01/2010 12:00:00 AM,Western,M,60 to 69,"13,936","7,130",51.16
01/01/2010 12:00:00 AM,Western,M,70 to 79,"7,915","5,318",67.19
01/01/2010 12:00:00 AM,Western,M,80 +,"4,260","3,181",74.67
01/01/2011 12:00:00 AM,Central,F,20 to 29,"27,787",321,1.16
01/01/2011 12:00:00 AM,Central,F,30 to 39,"29,535","1,624",5.5
01/01/2011 12:00:00 AM,Central,F,40 to 49,"33,313","4,956",14.88
01/01/2011 12:00:00 AM,Central,F,50 to 59,"31,896","9,762",30.61
01/01/2011 12:00:00 AM,Central,F,60 to 69,"22,702","11,993",52.83
01/01/2011 12:00:00 AM,Central,F,70 to 79,"12,547","9,336",74.41
01/01/2011 12:00:00 AM,Central,F,80 +,"10,264","8,620",83.98
01/01/2011 12:00:00 AM,Central,M,20 to 29,"28,003",433,1.55
01/01/2011 12:00:00 AM,Central,M,30 to 39,"27,397","1,625",5.93
01/01/2011 12:00:00 AM,Central,M,40 to 49,"31,344","4,722",15.07
01/01/2011 12:00:00 AM,Central,M,50 to 59,"30,479","9,642",31.63
01/01/2011 12:00:00 AM,Central,M,60 to 69,"21,137","11,261",53.28
01/01/2011 12:00:00 AM,Central,M,70 to 79,"10,856","7,683",70.77
01/01/2011 12:00:00 AM,Central,M,80 +,"5,744","4,582",79.77
01/01/2011 12:00:00 AM,Eastern,F,20 to 29,"8,136",141,1.73
01/01/2011 12:00:00 AM,Eastern,F,30 to 39,"8,944",792,8.86
01/01/2011 12:00:00 AM,Eastern,F,40 to 49,"11,444","2,397",20.95
01/01/2011 12:00:00 AM,Eastern,F,50 to 59,"14,173","5,486",38.71
01/01/2011 12:00:00 AM,Eastern,F,60 to 69,"11,645","7,031",60.38
01/01/2011 12:00:00 AM,Eastern,F,70 to 79,"7,081","5,519",77.94
01/01/2011 12:00:00 AM,Eastern,F,80 +,"5,642","4,904",86.92
01/01/2011 12:00:00 AM,Eastern,M,20 to 29,"8,764",164,1.87
01/01/2011 12:00:00 AM,Eastern,M,30 to 39,"8,812",710,8.06
01/01/2011 12:00:00 AM,Eastern,M,40 to 49,"11,242","2,294",20.41
01/01/2011 12:00:00 AM,Eastern,M,50 to 59,"13,768","5,200",37.77
01/01/2011 12:00:00 AM,Eastern,M,60 to 69,"11,609","6,812",58.68
01/01/2011 12:00:00 AM,Eastern,M,70 to 79,"6,332","4,702",74.26
01/01/2011 12:00:00 AM,Eastern,M,80 +,"3,132","2,494",79.63
01/01/2011 12:00:00 AM,Northern,F,20 to 29,"7,921",134,1.69
01/01/2011 12:00:00 AM,Northern,F,30 to 39,"9,152",761,8.32
01/01/2011 12:00:00 AM,Northern,F,40 to 49,"11,385","2,079",18.26
01/01/2011 12:00:00 AM,Northern,F,50 to 59,"12,780","4,656",36.43
01/01/2011 12:00:00 AM,Northern,F,60 to 69,"10,104","5,857",57.97
01/01/2011 12:00:00 AM,Northern,F,70 to 79,"5,982","4,580",76.56
01/01/2011 12:00:00 AM,Northern,F,80 +,"5,066","4,338",85.63
01/01/2011 12:00:00 AM,Northern,M,20 to 29,"8,190",170,2.08
01/01/2011 12:00:00 AM,Northern,M,30 to 39,"8,809",666,7.56
01/01/2011 12:00:00 AM,Northern,M,40 to 49,"11,256","2,224",19.76
01/01/2011 12:00:00 AM,Northern,M,50 to 59,"12,450","4,581",36.8
01/01/2011 12:00:00 AM,Northern,M,60 to 69,"10,245","5,818",56.79
01/01/2011 12:00:00 AM,Northern,M,70 to 79,"5,437","3,971",73.04
01/01/2011 12:00:00 AM,Northern,M,80 +,"2,908","2,357",81.05
01/01/2011 12:00:00 AM,Unknown,F,20 to 29,"9,838",80,0.81
01/01/2011 12:00:00 AM,Unknown,F,30 to 39,"6,187",263,4.25
01/01/2011 12:00:00 AM,Unknown,F,40 to 49,"5,674",662,11.67
01/01/2011 12:00:00 AM,Unknown,F,50 to 59,"4,901","1,245",25.4
01/01/2011 12:00:00 AM,Unknown,F,60 to 69,"3,583","1,646",45.94
01/01/2011 12:00:00 AM,Unknown,F,70 to 79,"1,796","1,188",66.15
01/01/2011 12:00:00 AM,Unknown,F,80 +,"1,537","1,219",79.31
01/01/2011 12:00:00 AM,Unknown,M,20 to 29,"9,103",110,1.21
01/01/2011 12:00:00 AM,Unknown,M,30 to 39,"5,810",296,5.09
01/01/2011 12:00:00 AM,Unknown,M,40 to 49,"5,450",731,13.41
01/01/2011 12:00:00 AM,Unknown,M,50 to 59,"4,500","1,129",25.09
01/01/2011 12:00:00 AM,Unknown,M,60 to 69,"3,271","1,491",45.58
01/01/2011 12:00:00 AM,Unknown,M,70 to 79,"1,603","1,011",63.07
01/01/2011 12:00:00 AM,Unknown,M,80 +,809,549,67.86
01/01/2011 12:00:00 AM,Western,F,20 to 29,"10,002",167,1.67
01/01/2011 12:00:00 AM,Western,F,30 to 39,"11,115",872,7.85
01/01/2011 12:00:00 AM,Western,F,40 to 49,"15,083","2,677",17.75
01/01/2011 12:00:00 AM,Western,F,50 to 59,"17,689","5,840",33.01
01/01/2011 12:00:00 AM,Western,F,60 to 69,"14,757","8,040",54.48
01/01/2011 12:00:00 AM,Western,F,70 to 79,"8,724","6,378",73.11
01/01/2011 12:00:00 AM,Western,F,80 +,"7,095","5,924",83.5
01/01/2011 12:00:00 AM,Western,M,20 to 29,"10,182",159,1.56
01/01/2011 12:00:00 AM,Western,M,30 to 39,"10,694",752,7.03
01/01/2011 12:00:00 AM,Western,M,40 to 49,"14,479","2,592",17.9
01/01/2011 12:00:00 AM,Western,M,50 to 59,"17,142","5,648",32.95
01/01/2011 12:00:00 AM,Western,M,60 to 69,"14,407","7,494",52.02
01/01/2011 12:00:00 AM,Western,M,70 to 79,"8,188","5,535",67.6
01/01/2011 12:00:00 AM,Western,M,80 +,"4,381","3,340",76.24
01/01/2012 12:00:00 AM,Central,F,20 to 29,"28,021",293,1.05
01/01/2012 12:00:00 AM,Central,F,30 to 39,"29,927","1,603",5.36
01/01/2012 12:00:00 AM,Central,F,40 to 49,"32,956","4,696",14.25
01/01/2012 12:00:00 AM,Central,F,50 to 59,"32,918","9,958",30.25
01/01/2012 12:00:00 AM,Central,F,60 to 69,"23,635","12,277",51.94
01/01/2012 12:00:00 AM,Central,F,70 to 79,"13,019","9,603",73.76
01/01/2012 12:00:00 AM,Central,F,80 +,"10,434","8,842",84.74
01/01/2012 12:00:00 AM,Central,M,20 to 29,"28,345",432,1.52
01/01/2012 12:00:00 AM,Central,M,30 to 39,"27,709","1,623",5.86
01/01/2012 12:00:00 AM,Central,M,40 to 49,"30,990","4,663",15.05
01/01/2012 12:00:00 AM,Central,M,50 to 59,"31,632","9,906",31.32
01/01/2012 12:00:00 AM,Central,M,60 to 69,"22,052","11,667",52.91
01/01/2012 12:00:00 AM,Central,M,70 to 79,"11,313","8,015",70.85
01/01/2012 12:00:00 AM,Central,M,80 +,"5,949","4,806",80.79
01/01/2012 12:00:00 AM,Eastern,F,20 to 29,"8,197",137,1.67
01/01/2012 12:00:00 AM,Eastern,F,30 to 39,"8,860",754,8.51
01/01/2012 12:00:00 AM,Eastern,F,40 to 49,"11,056","2,317",20.96
01/01/2012 12:00:00 AM,Eastern,F,50 to 59,"14,236","5,479",38.49
01/01/2012 12:00:00 AM,Eastern,F,60 to 69,"12,026","7,157",59.51
01/01/2012 12:00:00 AM,Eastern,F,70 to 79,"7,291","5,658",77.6
01/01/2012 12:00:00 AM,Eastern,F,80 +,"5,676","4,956",87.32
01/01/2012 12:00:00 AM,Eastern,M,20 to 29,"8,792",160,1.82
01/01/2012 12:00:00 AM,Eastern,M,30 to 39,"8,827",689,7.81
01/01/2012 12:00:00 AM,Eastern,M,40 to 49,"10,903","2,209",20.26
01/01/2012 12:00:00 AM,Eastern,M,50 to 59,"13,712","5,157",37.61
01/01/2012 12:00:00 AM,Eastern,M,60 to 69,"11,972","6,998",58.45
01/01/2012 12:00:00 AM,Eastern,M,70 to 79,"6,587","4,916",74.63
01/01/2012 12:00:00 AM,Eastern,M,80 +,"3,249","2,612",80.39
01/01/2012 12:00:00 AM,Northern,F,20 to 29,"7,933",132,1.66
01/01/2012 12:00:00 AM,Northern,F,30 to 39,"9,109",738,8.1
01/01/2012 12:00:00 AM,Northern,F,40 to 49,"11,155","1,988",17.82
01/01/2012 12:00:00 AM,Northern,F,50 to 59,"12,930","4,633",35.83
01/01/2012 12:00:00 AM,Northern,F,60 to 69,"10,456","5,988",57.27
01/01/2012 12:00:00 AM,Northern,F,70 to 79,"6,187","4,739",76.6
01/01/2012 12:00:00 AM,Northern,F,80 +,"5,069","4,349",85.8
01/01/2012 12:00:00 AM,Northern,M,20 to 29,"8,286",169,2.04
01/01/2012 12:00:00 AM,Northern,M,30 to 39,"8,696",645,7.42
01/01/2012 12:00:00 AM,Northern,M,40 to 49,"11,088","2,166",19.53
01/01/2012 12:00:00 AM,Northern,M,50 to 59,"12,507","4,579",36.61
01/01/2012 12:00:00 AM,Northern,M,60 to 69,"10,502","5,963",56.78
01/01/2012 12:00:00 AM,Northern,M,70 to 79,"5,699","4,191",73.54
01/01/2012 12:00:00 AM,Northern,M,80 +,"2,956","2,404",81.33
01/01/2012 12:00:00 AM,Unknown,F,20 to 29,"9,350",68,0.73
01/01/2012 12:00:00 AM,Unknown,F,30 to 39,"5,973",250,4.19
01/01/2012 12:00:00 AM,Unknown,F,40 to 49,"5,338",587,11
01/01/2012 12:00:00 AM,Unknown,F,50 to 59,"4,888","1,211",24.77
01/01/2012 12:00:00 AM,Unknown,F,60 to 69,"3,585","1,619",45.16
01/01/2012 12:00:00 AM,Unknown,F,70 to 79,"1,786","1,175",65.79
01/01/2012 12:00:00 AM,Unknown,F,80 +,"1,487","1,169",78.61
01/01/2012 12:00:00 AM,Unknown,M,20 to 29,"8,536",93,1.09
01/01/2012 12:00:00 AM,Unknown,M,30 to 39,"5,496",266,4.84
01/01/2012 12:00:00 AM,Unknown,M,40 to 49,"5,172",666,12.88
01/01/2012 12:00:00 AM,Unknown,M,50 to 59,"4,459","1,148",25.75
01/01/2012 12:00:00 AM,Unknown,M,60 to 69,"3,214","1,458",45.36
01/01/2012 12:00:00 AM,Unknown,M,70 to 79,"1,645","1,033",62.8
01/01/2012 12:00:00 AM,Unknown,M,80 +,832,560,67.31
01/01/2012 12:00:00 AM,Western,F,20 to 29,"10,064",158,1.57
01/01/2012 12:00:00 AM,Western,F,30 to 39,"11,008",847,7.69
01/01/2012 12:00:00 AM,Western,F,40 to 49,"14,678","2,561",17.45
01/01/2012 12:00:00 AM,Western,F,50 to 59,"17,969","5,863",32.63
01/01/2012 12:00:00 AM,Western,F,60 to 69,"15,173","8,264",54.47
01/01/2012 12:00:00 AM,Western,F,70 to 79,"9,091","6,608",72.69
01/01/2012 12:00:00 AM,Western,F,80 +,"7,199","6,051",84.05
01/01/2012 12:00:00 AM,Western,M,20 to 29,"10,306",158,1.53
01/01/2012 12:00:00 AM,Western,M,30 to 39,"10,545",717,6.8
01/01/2012 12:00:00 AM,Western,M,40 to 49,"14,128","2,558",18.11
01/01/2012 12:00:00 AM,Western,M,50 to 59,"17,385","5,752",33.09
01/01/2012 12:00:00 AM,Western,M,60 to 69,"14,831","7,764",52.35
01/01/2012 12:00:00 AM,Western,M,70 to 79,"8,487","5,751",67.76
01/01/2012 12:00:00 AM,Western,M,80 +,"4,519","3,501",77.47
01/01/2013 12:00:00 AM,Central,F,20 to 29,"28,636",286,1
01/01/2013 12:00:00 AM,Central,F,30 to 39,"30,165","1,550",5.14
01/01/2013 12:00:00 AM,Central,F,40 to 49,"32,795","4,538",13.84
01/01/2013 12:00:00 AM,Central,F,50 to 59,"33,806","10,086",29.83
01/01/2013 12:00:00 AM,Central,F,60 to 69,"24,676","12,560",50.9
01/01/2013 12:00:00 AM,Central,F,70 to 79,"13,562","9,891",72.93
01/01/2013 12:00:00 AM,Central,F,80 +,"10,616","8,979",84.58
01/01/2013 12:00:00 AM,Central,M,20 to 29,"28,760",413,1.44
01/01/2013 12:00:00 AM,Central,M,30 to 39,"28,326","1,604",5.66
01/01/2013 12:00:00 AM,Central,M,40 to 49,"30,706","4,560",14.85
01/01/2013 12:00:00 AM,Central,M,50 to 59,"32,796","10,206",31.12
01/01/2013 12:00:00 AM,Central,M,60 to 69,"22,990","12,113",52.69
01/01/2013 12:00:00 AM,Central,M,70 to 79,"11,890","8,428",70.88
01/01/2013 12:00:00 AM,Central,M,80 +,"6,131","4,989",81.37
01/01/2013 12:00:00 AM,Eastern,F,20 to 29,"8,253",132,1.6
01/01/2013 12:00:00 AM,Eastern,F,30 to 39,"8,800",718,8.16
01/01/2013 12:00:00 AM,Eastern,F,40 to 49,"10,788","2,213",20.51
01/01/2013 12:00:00 AM,Eastern,F,50 to 59,"14,150","5,361",37.89
01/01/2013 12:00:00 AM,Eastern,F,60 to 69,"12,368","7,278",58.85
01/01/2013 12:00:00 AM,Eastern,F,70 to 79,"7,568","5,879",77.68
01/01/2013 12:00:00 AM,Eastern,F,80 +,"5,740","5,025",87.54
01/01/2013 12:00:00 AM,Eastern,M,20 to 29,"8,802",171,1.94
01/01/2013 12:00:00 AM,Eastern,M,30 to 39,"8,882",668,7.52
01/01/2013 12:00:00 AM,Eastern,M,40 to 49,"10,641","2,152",20.22
01/01/2013 12:00:00 AM,Eastern,M,50 to 59,"13,605","5,067",37.24
01/01/2013 12:00:00 AM,Eastern,M,60 to 69,"12,324","7,163",58.12
01/01/2013 12:00:00 AM,Eastern,M,70 to 79,"6,872","5,145",74.87
01/01/2013 12:00:00 AM,Eastern,M,80 +,"3,320","2,694",81.14
01/01/2013 12:00:00 AM,Northern,F,20 to 29,"7,929",113,1.43
01/01/2013 12:00:00 AM,Northern,F,30 to 39,"9,002",700,7.78
01/01/2013 12:00:00 AM,Northern,F,40 to 49,"11,029","1,972",17.88
01/01/2013 12:00:00 AM,Northern,F,50 to 59,"12,960","4,570",35.26
01/01/2013 12:00:00 AM,Northern,F,60 to 69,"10,888","6,149",56.48
